,time,signal,type,phrase,results
0,104.85337424278259,searching,Video, ,"2363,182,3875,2441,1156,1327,4875,5055,2246,346,658,812,5810,99,1368,3524,3714,1456,780,1451,1036,2783,1241,1861,1593,4899,4950,574,3132,1614,1612,1956,354,542,958,4736,5300,3999,516,3543,5265,487,770,4833,5058,3794,5057,1929,3657,369,1224,148,1292,1448,3724,577,5195,2489,1464,862,5113,5593,481,1121,1429,4648,2245,5441,2993,4000,134,2880,5012,5225,3189,239,5138,1785,1128,4471,5135,2831,1503,1844,4848,1276,5267,2469,2462,2198,1081,5579,3723,3628,455,5168,2540,629,711,2738"
1,114.76370573043823,searching,Video, ,"2363,182,3875,2441,1156,1327,4875,5055,2246,346,658,812,5810,99,1368,3524,3714,1456,780,1451,1036,2783,1241,1861,1593,4899,4950,574,3132,1614,1612,1956,354,542,958,4736,5300,3999,516,3543,5265,487,770,4833,5058,3794,5057,1929,3657,369,1224,148,1292,1448,3724,577,5195,2489,1464,862,5113,5593,481,1121,1429,4648,2245,5441,2993,4000,134,2880,5012,5225,3189,239,5138,1785,1128,4471,5135,2831,1503,1844,4848,1276,5267,2469,2462,2198,1081,5579,3723,3628,455,5168,2540,629,711,2738"
2,116.22859811782837,searching,Video, ,"2363,182,3875,2441,1156,1327,4875,5055,2246,346,658,812,5810,99,1368,3524,3714,1456,780,1451,1036,2783,1241,1861,1593,4899,4950,574,3132,1614,1612,1956,354,542,958,4736,5300,3999,516,3543,5265,487,770,4833,5058,3794,5057,1929,3657,369,1224,148,1292,1448,3724,577,5195,2489,1464,862,5113,5593,481,1121,1429,4648,2245,5441,2993,4000,134,2880,5012,5225,3189,239,5138,1785,1128,4471,5135,2831,1503,1844,4848,1276,5267,2469,2462,2198,1081,5579,3723,3628,455,5168,2540,629,711,2738"
3,119.58239793777466,searching,Video, ,"2363,182,3875,2441,1156,1327,4875,5055,2246,346,658,812,5810,99,1368,3524,3714,1456,780,1451,1036,2783,1241,1861,1593,4899,4950,574,3132,1614,1612,1956,354,542,958,4736,5300,3999,516,3543,5265,487,770,4833,5058,3794,5057,1929,3657,369,1224,148,1292,1448,3724,577,5195,2489,1464,862,5113,5593,481,1121,1429,4648,2245,5441,2993,4000,134,2880,5012,5225,3189,239,5138,1785,1128,4471,5135,2831,1503,1844,4848,1276,5267,2469,2462,2198,1081,5579,3723,3628,455,5168,2540,629,711,2738"
4,124.50296378135681,searching,Video, ,"2363,182,3875,2441,1156,1327,4875,5055,2246,346,658,812,5810,99,1368,3524,3714,1456,780,1451,1036,2783,1241,1861,1593,4899,4950,574,3132,1614,1612,1956,354,542,958,4736,5300,3999,516,3543,5265,487,770,4833,5058,3794,5057,1929,3657,369,1224,148,1292,1448,3724,577,5195,2489,1464,862,5113,5593,481,1121,1429,4648,2245,5441,2993,4000,134,2880,5012,5225,3189,239,5138,1785,1128,4471,5135,2831,1503,1844,4848,1276,5267,2469,2462,2198,1081,5579,3723,3628,455,5168,2540,629,711,2738"
5,132.1748275756836,searching,Video,Hand,"2880,2830,2616,1875,5722,5693,2654,2877,2136,5723,2876,5087,4058,4227,5770,5743,5756,2875,5771,2617,4096,5682,5728,5745,3063,505,2835,2399,2782,5729,271,5078,3361,2928,5690,3801,5077,5687,2618,75,3015,2930,4374,14,4353,5689,1516,5764,5683,4361,5692,5688,5686,153,1884,2784,677,680,4779,2547,180,3975,774,5615,5685,406,5765,1348,2729,5,5670,5741,5373,5680,4015,5734,5696,5681,2832,1576,4049,278,5674,5691,2588,2878,5607,5695,5746,5675,4858,5684,2328,5679,5668,4443,5766,5694,5667,5094"
6,139.5454957485199,searching,Video,Hand,"2363,182,3875,2441,1156,1327,4875,5055,2246,346,658,812,5810,99,1368,3524,3714,1456,780,1451,1036,2783,1241,1861,1593,4899,4950,574,3132,1614,1612,1956,354,542,958,4736,5300,3999,516,3543,5265,487,770,4833,5058,3794,5057,1929,3657,369,1224,148,1292,1448,3724,577,5195,2489,1464,862,5113,5593,481,1121,1429,4648,2245,5441,2993,4000,134,2880,5012,5225,3189,239,5138,1785,1128,4471,5135,2831,1503,1844,4848,1276,5267,2469,2462,2198,1081,5579,3723,3628,455,5168,2540,629,711,2738"
7,212.6577410697937,searching,Video, ,"3177,4759,3855,196,2248,2584,3782,5438,3930,4801,194,5121,3996,764,930,2706,2411,4847,3892,2016,4864,3642,1080,1418,4668,986,5427,1568,222,3009,3886,3091,5410,5440,2140,970,1876,3025,4942,2664,792,151,1666,1482,3629,5422,3637,2014,760,4163,5219,4740,5103,2757,304,4191,5437,4794,3933,80,1374,5409,2212,400,5165,5412,3635,3011,2601,5132,115,3938,4958,4348,4656,5395,1971,2293,3084,2822,2669,2990,722,3250,1706,5436,3311,2632,4352,2045,3321,1387,4507,3952,4926,1257,5408,999,3633,4450"
8,223.31103992462158,searching,Video,…,
9,232.74472784996033,searching,Video,…,"1666,4865,47,4298,339,226,347,246,630,205,4965"
10,244.6190857887268,searching,Video, ,"3177,4759,3855,196,2248,2584,3782,5438,3930,4801,194,5121,3996,764,930,2706,2411,4847,3892,2016,4864,3642,1080,1418,4668,986,5427,1568,222,3009,3886,3091,5410,5440,2140,970,1876,3025,4942,2664,792,151,1666,1482,3629,5422,3637,2014,760,4163,5219,4740,5103,2757,304,4191,5437,4794,3933,80,1374,5409,2212,400,5165,5412,3635,3011,2601,5132,115,3938,4958,4348,4656,5395,1971,2293,3084,2822,2669,2990,722,3250,1706,5436,3311,2632,4352,2045,3321,1387,4507,3952,4926,1257,5408,999,3633,4450"
11,253.824791431427,searching,Video,Search,"1666,4865,47,4298,339,226,347,246,630,205,4965"
12,256.9469997882843,searching,Video,Search,"3177,4759,3855,196,2248,2584,3782,5438,3930,4801,194,5121,3996,764,930,2706,2411,4847,3892,2016,4864,3642,1080,1418,4668,986,5427,1568,222,3009,3886,3091,5410,5440,2140,970,1876,3025,4942,2664,792,151,1666,1482,3629,5422,3637,2014,760,4163,5219,4740,5103,2757,304,4191,5437,4794,3933,80,1374,5409,2212,400,5165,5412,3635,3011,2601,5132,115,3938,4958,4348,4656,5395,1971,2293,3084,2822,2669,2990,722,3250,1706,5436,3311,2632,4352,2045,3321,1387,4507,3952,4926,1257,5408,999,3633,4450"
13,293.8642609119415,searching,Video, ,"3177,4759,3855,196,2248,2584,3782,5438,3930,4801,194,5121,3996,764,930,2706,2411,4847,3892,2016,4864,3642,1080,1418,4668,986,5427,1568,222,3009,3886,3091,5410,5440,2140,970,1876,3025,4942,2664,792,151,1666,1482,3629,5422,3637,2014,760,4163,5219,4740,5103,2757,304,4191,5437,4794,3933,80,1374,5409,2212,400,5165,5412,3635,3011,2601,5132,115,3938,4958,4348,4656,5395,1971,2293,3084,2822,2669,2990,722,3250,1706,5436,3311,2632,4352,2045,3321,1387,4507,3952,4926,1257,5408,999,3633,4450"
14,295.39660477638245,searching,Video, ,"678,497,688,57,210,585,848,84,242,278,424,9,76,262,647,391,6,320,8,343,482,26,444,478,852,364,861,812,660,10,743,362,642,498,591,139,674,541,836,174,5,420,215,742,2,694,851,395,113,655,277,118,419,60,842,123,681,733,648,831,310,423,493,41,264,606,430,132,375,33,71,144,141,224,35,522,543,849,661,75,736,397,428,443,710,390,90,439,429,253,600,361,793,426,860,413,192,587,672,401"
15,307.5837254524231,searching,Audio,Search,
16,317.1083149909973,searching,Audio,Process,
17,324.1724371910095,searching,Audio,Process,"678,497,688,57,210,585,848,84,242,278,424,9,76,262,647,391,6,320,8,343,482,26,444,478,852,364,861,812,660,10,743,362,642,498,591,139,674,541,836,174,5,420,215,742,2,694,851,395,113,655,277,118,419,60,842,123,681,733,648,831,310,423,493,41,264,606,430,132,375,33,71,144,141,224,35,522,543,849,661,75,736,397,428,443,710,390,90,439,429,253,600,361,793,426,860,413,192,587,672,401"
18,330.42452788352966,searching,Video, ,"3177,4759,3855,196,2248,2584,3782,5438,3930,4801,194,5121,3996,764,930,2706,2411,4847,3892,2016,4864,3642,1080,1418,4668,986,5427,1568,222,3009,3886,3091,5410,5440,2140,970,1876,3025,4942,2664,792,151,1666,1482,3629,5422,3637,2014,760,4163,5219,4740,5103,2757,304,4191,5437,4794,3933,80,1374,5409,2212,400,5165,5412,3635,3011,2601,5132,115,3938,4958,4348,4656,5395,1971,2293,3084,2822,2669,2990,722,3250,1706,5436,3311,2632,4352,2045,3321,1387,4507,3952,4926,1257,5408,999,3633,4450"
19,333.08145570755005,searching,Video, ,"3177,4759,3855,196,2248,2584,3782,5438,3930,4801,194,5121,3996,764,930,2706,2411,4847,3892,2016,4864,3642,1080,1418,4668,986,5427,1568,222,3009,3886,3091,5410,5440,2140,970,1876,3025,4942,2664,792,151,1666,1482,3629,5422,3637,2014,760,4163,5219,4740,5103,2757,304,4191,5437,4794,3933,80,1374,5409,2212,400,5165,5412,3635,3011,2601,5132,115,3938,4958,4348,4656,5395,1971,2293,3084,2822,2669,2990,722,3250,1706,5436,3311,2632,4352,2045,3321,1387,4507,3952,4926,1257,5408,999,3633,4450"
20,422.0667498111725,searching,Video, ,"3177,4759,3855,196,2248,2584,3782,5438,3930,4801,194,5121,3996,764,930,2706,2411,4847,3892,2016,4864,3642,1080,1418,4668,986,5427,1568,222,3009,3886,3091,5410,5440,2140,970,1876,3025,4942,2664,792,151,1666,1482,3629,5422,3637,2014,760,4163,5219,4740,5103,2757,304,4191,5437,4794,3933,80,1374,5409,2212,400,5165,5412,3635,3011,2601,5132,115,3938,4958,4348,4656,5395,1971,2293,3084,2822,2669,2990,722,3250,1706,5436,3311,2632,4352,2045,3321,1387,4507,3952,4926,1257,5408,999,3633,4450"
21,422.78424406051636,searching,Video, ,"1712,1719,1713,1087,462,1717,464,1707,1714,1718,587,1088,962,1962,1715,1460,712,463,1470,1210,1215,963,1450,2088,1212,2087,1667,1592,1702,1711,1342,1703,1200,1716,1216,1723,837,1097,1963,1709,1706,1333,1082,1083,714,838,1213,1327,1211,1461,1594,588,1964,1462,1338,1724,1077,1967,1451,1089,957,1220,1084,1343,1214,1471,1465,1221,964,1708,958,1593,1027,1722,961,1663,1662,1201,1968,1037,1587,1454,713,1098,1953,1205,454,1959,1204,1657,589,1464,972,1455,1704,1341,1292,1474,912,952"
