modality,signal,embedding_type,embedding_size,metric
visual,idle,contrastive+autoencoder,16,1.0
visual,idle,contrastive+autoencoder,16,1.0
visual,idle,contrastive+autoencoder,16,1.0
visual,idle,contrastive+autoencoder,16,1.0
visual,idle,contrastive+autoencoder,16,1.0
visual,idle,contrastive+autoencoder,16,1.0
visual,idle,contrastive+autoencoder,16,1.0
visual,idle,contrastive+autoencoder,16,1.0
visual,idle,contrastive+autoencoder,16,1.0
visual,searching,contrastive+autoencoder,16,1.0
visual,searching,contrastive+autoencoder,16,1.0
visual,searching,contrastive+autoencoder,16,1.0
visual,searching,contrastive+autoencoder,16,0.3333333432674408
visual,searching,contrastive+autoencoder,16,1.0
visual,searching,contrastive+autoencoder,16,0.5
visual,searching,contrastive+autoencoder,16,1.0
visual,searching,contrastive+autoencoder,16,0.6000000238418579
visual,searching,contrastive+autoencoder,16,1.0
visual,searching,contrastive+autoencoder,16,0.0
visual,searching,contrastive+autoencoder,16,0.5
visual,has_item,contrastive+autoencoder,16,0.5
visual,has_item,contrastive+autoencoder,16,1.0
visual,has_item,contrastive+autoencoder,16,1.0
visual,has_item,contrastive+autoencoder,16,0.8333333134651184
visual,has_item,contrastive+autoencoder,16,1.0
visual,has_item,contrastive+autoencoder,16,0.0
visual,has_item,contrastive+autoencoder,16,1.0
visual,has_item,contrastive+autoencoder,16,0.8999999761581421
visual,has_item,contrastive+autoencoder,16,1.0
visual,has_item,contrastive+autoencoder,16,0.5
visual,has_item,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,0.0
visual,has_information,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,0.625
visual,has_information,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,1.0
visual,has_information,contrastive+autoencoder,16,0.0
visual,idle,contrastive,16,1.0
visual,idle,contrastive,16,0.875
visual,idle,contrastive,16,1.0
visual,idle,contrastive,16,1.0
visual,idle,contrastive,16,1.0
visual,idle,contrastive,16,1.0
visual,idle,contrastive,16,1.0
visual,idle,contrastive,16,1.0
visual,idle,contrastive,16,1.0
visual,searching,contrastive,16,1.0
visual,searching,contrastive,16,1.0
